#this file contains all the header lines of the file dmel-all-gene-r4.3.fasta
>FBgn0052100 type=gene; loc=3L:12241499..12243147; ID=FBgn0052100; name=CG32100; 
>FBgn0030037 type=gene; loc=X:complement(8279153..8282036); ID=FBgn0030037; name=CG12125; 
>FBgn0040673 type=gene; loc=2R:complement(2118803..2124826); ID=FBgn0040673; name=CG15234; 
>FBgn0039505 type=gene; loc=3R:23099426..23100287; ID=FBgn0039505; name=CG5934; 
>FBgn0038967 type=gene; loc=3R:complement(18250934..18253963); ID=FBgn0038967; name=CG13847; 
>FBgn0031466 type=gene; loc=2L:complement(2834967..2837831); ID=FBgn0031466; name=CG3119; 
>FBgn0032299 type=gene; loc=2L:10770985..10771281; ID=FBgn0032299; name=CG17127; 
>FBgn0031057 type=gene; loc=X:19517685..19521182; ID=FBgn0031057; name=CG14224; 
>FBgn0035451 type=gene; loc=3L:3488075..3492065; ID=FBgn0035451; name=CG14973; 
>FBgn0000964 type=gene; loc=2L:19460691..19462220; ID=FBgn0000964; name=tj; 
>FBgn0029752 type=gene; loc=X:complement(5155818..5157125); ID=FBgn0029752; name=TrxT; 
>FBgn0069913 type=gene; loc=2R:complement(20085839..20087381); ID=FBgn0069913; name=CG4681; 
>FBgn0024732 type=gene; loc=2R:7560521..7566080; ID=FBgn0024732; name=Rep1; 
>FBgn0037975 type=gene; loc=3R:complement(7808808..7810263); ID=FBgn0037975; name=CG3397; 
>FBgn0001991 type=gene; loc=2L:16166586..16186015; ID=FBgn0001991; name=Ca-alpha1D; 
>FBgn0031484 type=gene; loc=2L:2977127..2978501; ID=FBgn0031484; name=CG3165; 
>FBgn0032312 type=gene; loc=2L:complement(10888368..10888778); ID=FBgn0032312; name=CG14071; 
>FBgn0029971 type=gene; loc=X:complement(7738280..7739032); ID=FBgn0029971; name=CG18624; 
>FBgn0029858 type=gene; loc=X:6136586..6138401; ID=FBgn0029858; name=CG15896; 
>FBgn0037981 type=gene; loc=3R:7842880..7844102; ID=FBgn0037981; name=Spt3; 
>FBgn0038261 type=gene; loc=3R:10624712..10626887; ID=FBgn0038261; name=CG14856; 
>FBgn0051619 type=gene; loc=2L:21672129..21716644; ID=FBgn0051619; name=CG31619; 
>FBgn0031974 type=gene; loc=2L:complement(8008442..8009459); ID=FBgn0031974; name=CG12560; 
>FBgn0030543 type=gene; loc=X:14023736..14024607; ID=FBgn0030543; name=CG11585; 
>FBgn0050384 type=gene; loc=2R:2694810..2697116; ID=FBgn0050384; name=CG30384; 
>FBgn0024251 type=gene; loc=X:21173704..21183824; ID=FBgn0024251; name=bbx; 
>FBgn0039110 type=gene; loc=3R:complement(19576652..19578552); ID=FBgn0039110; name=CG10225; 
>FBgn0004648 type=gene; loc=X:353293..365902; ID=FBgn0004648; name=svr; 
>FBgn0013973 type=gene; loc=3R:26960191..26997242; ID=FBgn0013973; name=Gycbeta100B; 
>FBgn0031086 type=gene; loc=X:complement(19925540..19926322); ID=FBgn0031086; name=CG9571; 
>FBgn0032290 type=gene; loc=2L:10728975..10730303; ID=FBgn0032290; name=CG6443; 
>FBgn0052579 type=gene; loc=X:16157225..16159057; ID=FBgn0052579; name=CG32579; 
>FBgn0039438 type=gene; loc=3R:complement(22451730..22452419); ID=FBgn0039438; name=CG6452; 
>FBgn0052576 type=gene; loc=X:complement(16119888..16122424); ID=FBgn0052576; name=CG32576; 
>FBgn0053245 type=gene; loc=X:complement(13883226..13883910); ID=FBgn0053245; name=Ste:CG33245; 
>FBgn0030328 type=gene; loc=X:complement(11548459..11552801); ID=FBgn0030328; name=CG2446; 
>FBgn0039602 type=gene; loc=3R:24645947..24650181; ID=FBgn0039602; name=CG1647; 
>FBgn0037445 type=gene; loc=3R:complement(2277571..2282165); ID=FBgn0037445; name=CG9727; 
>FBgn0032885 type=gene; loc=2L:complement(20776252..20784633); ID=FBgn0032885; name=CG9326; 
>FBgn0029941 type=gene; loc=X:complement(7126324..7131429); ID=FBgn0029941; name=CG1677; 
>FBgn0036536 type=gene; loc=3L:15797719..15799202; ID=FBgn0036536; name=CG12713; 
>FBgn0051702 type=gene; loc=2L:22058746..22060268; ID=FBgn0051702; name=CG31702; 
>FBgn0035895 type=gene; loc=3L:complement(8407996..8412633); ID=FBgn0035895; name=CG7015; 
>FBgn0036135 type=gene; loc=3L:11094806..11095987; ID=FBgn0036135; name=mRpL2; 
>FBgn0027615 type=gene; loc=3L:complement(10858208..10860418); ID=FBgn0027615; name=CG6404; 
>FBgn0026196 type=gene; loc=2L:complement(6916749..6918741); ID=FBgn0026196; name=nop5; 
>FBgn0030692 type=gene; loc=X:15620008..15621985; ID=FBgn0030692; name=mRpS30; 
>FBgn0034552 type=gene; loc=2R:complement(16355562..16357501); ID=FBgn0034552; name=CG17999; 
>FBgn0010590 type=gene; loc=2R:complement(11528667..11529643); ID=FBgn0010590; name=l(2)05070; 
>FBgn0028664 type=gene; loc=3L:complement(4169550..4170348); ID=FBgn0028664; name=VhaM9.7-1; 
>FBgn0030653 type=gene; loc=X:15402930..15404378; ID=FBgn0030653; name=CG7860; 
>FBgn0030780 type=gene; loc=X:16545240..16548315; ID=FBgn0030780; name=CG13008; 
>FBgn0002021 type=gene; loc=2L:complement(19045772..19047535); ID=FBgn0002021; name=l(2)37Bb; 
>FBgn0029946 type=gene; loc=X:complement(7192213..7192730); ID=FBgn0029946; name=CG15034; 
>FBgn0067701 type=gene; loc=X:15342907..15342929; ID=FBgn0067701; name=mir-304; 
>FBgn0063387 type=gene; loc=2R:13217500..13217571; ID=FBgn0063387; name=snoRNA:U27:54Eb; 
>FBgn0050195 type=gene; loc=2R:complement(18154195..18154823); ID=FBgn0050195; name=CG30195; 
>FBgn0023167 type=gene; loc=2R:7684633..7685916; ID=FBgn0023167; name=SmD3; 
>FBgn0050110 type=gene; loc=2R:complement(13395170..13397077); ID=FBgn0050110; name=CG30110; 
>FBgn0029775 type=gene; loc=X:5439510..5457470; ID=FBgn0029775; name=CG4136; 
>FBgn0011253 type=gene; loc=3R:12098176..12128095; ID=FBgn0011253; name=gish; 
>FBgn0030409 type=gene; loc=X:12461170..12462186; ID=FBgn0030409; name=CG15728; 
>FBgn0034128 type=gene; loc=2R:11958092..11959256; ID=FBgn0034128; name=CG4409; 
>FBgn0032189 type=gene; loc=2L:complement(10199396..10200972); ID=FBgn0032189; name=Ripalpha; 
>FBgn0033297 type=gene; loc=2R:3983778..3985756; ID=FBgn0033297; name=CG8690; 
>FBgn0052445 type=gene; loc=3L:21573223..21574551; ID=FBgn0052445; name=CG32445; 
>FBgn0053469 type=gene; loc=2R:complement(10120556..10121038); ID=FBgn0053469; name=CG33469; 
>FBgn0011787 type=gene; loc=3L:8930739..8931529; ID=FBgn0011787; name=mRpL12; 
>FBgn0036204 type=gene; loc=3L:complement(11748081..11748359); ID=FBgn0036204; name=Tim13; 
>FBgn0011335 type=gene; loc=3L:12090083..12092003; ID=FBgn0011335; name=l(3)j2D3; 
>FBgn0032205 type=gene; loc=2L:10268895..10269900; ID=FBgn0032205; name=CG4957; 
>FBgn0052183 type=gene; loc=3L:17655272..17714100; ID=FBgn0052183; name=Ccn; 
>FBgn0034871 type=gene; loc=2R:complement(19018886..19019824); ID=FBgn0034871; name=CG3906; 
>FBgn0027101 type=gene; loc=4:complement(1228464..1234057); ID=FBgn0027101; name=Dyrk3; 
>FBgn0052155 type=gene; loc=3L:16200036..16201500; ID=FBgn0052155; name=CG32155; 
>FBgn0015609 type=gene; loc=2L:complement(17645795..17735450); ID=FBgn0015609; name=CadN; 
>FBgn0005617 type=gene; loc=2L:complement(18679649..18684725); ID=FBgn0005617; name=msl-1; 
>FBgn0035178 type=gene; loc=3L:970743..975996; ID=FBgn0035178; name=CG13908; 
>FBgn0024291 type=gene; loc=2L:13165551..13169551; ID=FBgn0024291; name=Sir2; 
>FBgn0029002 type=gene; loc=3L:255172..258553; ID=FBgn0029002; name=miple2; 
>FBgn0069952 type=gene; loc=2L:20210472..20214429; ID=FBgn0069952; name=CG41071; 
>FBgn0037650 type=gene; loc=3R:4823423..4824372; ID=FBgn0037650; name=CG11977; 
>FBgn0031469 type=gene; loc=2L:complement(2842578..2844276); ID=FBgn0031469; name=CG18558; 
>FBgn0030183 type=gene; loc=X:complement(10051796..10057567); ID=FBgn0030183; name=CG15309; 
>FBgn0000308 type=gene; loc=2L:complement(5972900..5981025); ID=FBgn0000308; name=chic; 
>FBgn0053687 type=gene; loc=3L:16163127..16163829; ID=FBgn0053687; name=CG33687; 
>FBgn0053429 type=gene; loc=2R:complement(15252949..15253083); ID=FBgn0053429; name=5SrRNA:CR33429; 
>FBgn0037410 type=gene; loc=3R:2036721..2039214; ID=FBgn0037410; name=Osi2; 
>FBgn0032080 type=gene; loc=2L:complement(8960318..8962354); ID=FBgn0032080; name=CG9525; 
>FBgn0011983 type=gene; loc=X:complement(13951666..13951747); ID=FBgn0011983; name=tRNA:S7:12Eg; 
>FBgn0036056 type=gene; loc=3L:complement(9867267..9867837); ID=FBgn0036056; name=CG6709; 
>FBgn0011897 type=gene; loc=2R:15317454..15317526; ID=FBgn0011897; name=tRNA:K2:56EF; 
>FBgn0032471 type=gene; loc=2L:13130613..13134805; ID=FBgn0032471; name=CG5122; 
>FBgn0040971 type=gene; loc=2L:12431383..12431598; ID=FBgn0040971; name=CG15494; 
>FBgn0031758 type=gene; loc=2L:5969883..5970984; ID=FBgn0031758; name=Ucp4B; 
>FBgn0038440 type=gene; loc=3R:complement(12323539..12324681); ID=FBgn0038440; name=Gr89a; 
>FBgn0038321 type=gene; loc=3R:complement(11163630..11168978); ID=FBgn0038321; name=CG6218; 
>FBgn0035316 type=gene; loc=3L:complement(2194405..2196035); ID=FBgn0035316; name=CG15878; 
>FBgn0036109 type=gene; loc=3L:10865690..10866463; ID=FBgn0036109; name=CG18349; 
>FBgn0053099 type=gene; loc=3R:complement(18354642..18356277); ID=FBgn0053099; name=CG33099; 
>FBgn0014949 type=gene; loc=3R:complement(18411787..18414118); ID=FBgn0014949; name=btn; 
>FBgn0032050 type=gene; loc=2L:complement(8509248..8511835); ID=FBgn0032050; name=CG13096; 
>FBgn0037023 type=gene; loc=3L:complement(20731077..20732216); ID=FBgn0037023; name=CG3698; 
>FBgn0052169 type=gene; loc=3L:complement(17032007..17203469); ID=FBgn0052169; name=CG32169; 
>FBgn0037365 type=gene; loc=3R:complement(1517690..1519008); ID=FBgn0037365; name=CG2104; 
>FBgn0014465 type=gene; loc=X:8319110..8320754; ID=FBgn0014465; name=Cp7Fb; 
>FBgn0042641 type=gene; loc=3L:complement(17396840..17398447); ID=FBgn0042641; name=frc; 
>FBgn0035568 type=gene; loc=3L:complement(4669776..4670917); ID=FBgn0035568; name=CG18418; 
>FBgn0050378 type=gene; loc=2R:3462152..3462906; ID=FBgn0050378; name=CG30378; 
>FBgn0051740 type=gene; loc=2L:18004857..18005631; ID=FBgn0051740; name=CG31740; 
>FBgn0005634 type=gene; loc=2R:complement(20498546..20519073); ID=FBgn0005634; name=zip; 
>FBgn0031461 type=gene; loc=2L:2805518..2812147; ID=FBgn0031461; name=Alp23B; 
>FBgn0039067 type=gene; loc=3R:complement(19080792..19083779); ID=FBgn0039067; name=CG4448; 
>FBgn0024698 type=gene; loc=2R:complement(10013552..10018336); ID=FBgn0024698; name=cpsf; 
>FBgn0028370 type=gene; loc=2L:15574882..15578955; ID=FBgn0028370; name=kek3; 
>FBgn0031564 type=gene; loc=2L:3703580..3704038; ID=FBgn0031564; name=CG2816; 
>FBgn0034367 type=gene; loc=2R:14140130..14142607; ID=FBgn0034367; name=sec6; 
>FBgn0000473 type=gene; loc=2R:complement(2291528..2293268); ID=FBgn0000473; name=Cyp6a2; 
>FBgn0032881 type=gene; loc=2L:complement(20738527..20739933); ID=FBgn0032881; name=CG9319; 
>FBgn0032456 type=gene; loc=2L:12719071..12744809; ID=FBgn0032456; name=CG6214; 
>FBgn0039449 type=gene; loc=3R:complement(22540884..22543107); ID=FBgn0039449; name=CG6425; 
>FBgn0003392 type=gene; loc=X:15726053..15740189; ID=FBgn0003392; name=shi; 
>FBgn0000121 type=gene; loc=3L:complement(8621214..8622883); ID=FBgn0000121; name=Arr2; 
>FBgn0034295 type=gene; loc=2R:complement(13567410..13568927); ID=FBgn0034295; name=CG10911; 
>FBgn0001987 type=gene; loc=2L:complement(15751930..15758684); ID=FBgn0001987; name=Gli; 
>FBgn0016123 type=gene; loc=3R:26874654..26878268; ID=FBgn0016123; name=Aph-4; 
>FBgn0040871 type=gene; loc=X:complement(13985627..13985851); ID=FBgn0040871; name=CG12479; 
>FBgn0033047 type=gene; loc=2R:1465107..1467108; ID=FBgn0033047; name=CG7882; 
>FBgn0036274 type=gene; loc=3L:complement(12264983..12266909); ID=FBgn0036274; name=CG4328; 
>FBgn0052320 type=gene; loc=3L:1382136..1384560; ID=FBgn0052320; name=CG32320; 
>FBgn0004876 type=gene; loc=3R:complement(14870604..14920076); ID=FBgn0004876; name=cdi; 
>FBgn0024234 type=gene; loc=2R:19359183..19360849; ID=FBgn0024234; name=gbb; 
>FBgn0065066 type=gene; loc=3R:25689021..25689066; ID=FBgn0065066; name=snoRNA:442; 
>FBgn0052748 type=gene; loc=X:6362210..6362282; ID=FBgn0052748; name=CR32748; 
>FBgn0063495 type=gene; loc=2R:13919497..13920165; ID=FBgn0063495; name=GstE5; 
>FBgn0025743 type=gene; loc=X:16444649..16448795; ID=FBgn0025743; name=mbt; 
>FBgn0031168 type=gene; loc=X:complement(21060859..21061824); ID=FBgn0031168; name=CG1722; 
>FBgn0029686 type=gene; loc=X:3781757..3785243; ID=FBgn0029686; name=CG2941; 
>FBgn0037916 type=gene; loc=3R:7404548..7407158; ID=FBgn0037916; name=CG5342; 
>FBgn0035845 type=gene; loc=3L:complement(8134501..8135596); ID=FBgn0035845; name=CG13675; 
>FBgn0003178 type=gene; loc=3R:18193234..18198464; ID=FBgn0003178; name=PyK; 
>FBgn0050362 type=gene; loc=2R:complement(3877355..3878473); ID=FBgn0050362; name=CG30362; 
>FBgn0052572 type=gene; loc=X:16555120..16560892; ID=FBgn0052572; name=CG32572; 
>FBgn0001087 type=gene; loc=X:complement(13561140..13570215); ID=FBgn0001087; name=g; 
>FBgn0039336 type=gene; loc=3R:complement(21301484..21302637); ID=FBgn0039336; name=CG4553; 
>FBgn0030575 type=gene; loc=X:14513541..14515766; ID=FBgn0030575; name=CG5321; 
>FBgn0030219 type=gene; loc=X:complement(10449155..10458233); ID=FBgn0030219; name=CG9817; 
>FBgn0034005 type=gene; loc=2R:10774145..10777591; ID=FBgn0034005; name=alphaPS4; 
>FBgn0029766 type=gene; loc=X:5275917..5277698; ID=FBgn0029766; name=CG15784; 
>FBgn0052637 type=gene; loc=X:complement(13006440..13008048); ID=FBgn0052637; name=CG32637; 
>FBgn0027914 type=gene; loc=3L:complement(5123792..5126294); ID=FBgn0027914; name=Gen; 
>FBgn0038529 type=gene; loc=3R:complement(13447190..13447822); ID=FBgn0038529; name=CG14323; 
>FBgn0013709 type=gene; loc=dmel_mitochondrion_genome:1264..1329; ID=FBgn0013709; name=mt:tRNA:W; 
>FBgn0033900 type=gene; loc=2R:complement(9675295..9677134); ID=FBgn0033900; name=CG8257; 
>FBgn0028520 type=gene; loc=2L:16090938..16091873; ID=FBgn0028520; name=CG4891; 
>FBgn0039467 type=gene; loc=3R:22804266..22811431; ID=FBgn0039467; name=CG14253; 
>FBgn0034618 type=gene; loc=2R:16820262..16827151; ID=FBgn0034618; name=CG9485; 
>FBgn0030706 type=gene; loc=X:15746009..15754512; ID=FBgn0030706; name=CG8909; 
>FBgn0034388 type=gene; loc=2R:complement(14273161..14275935); ID=FBgn0034388; name=CG15092; 
>FBgn0032525 type=gene; loc=2L:complement(13447538..13449497); ID=FBgn0032525; name=CG16954; 
>FBgn0028837 type=gene; loc=3R:18406497..18407760; ID=FBgn0028837; name=CSN6; 
>FBgn0000244 type=gene; loc=3R:complement(5353959..5358734); ID=FBgn0000244; name=by; 
>FBgn0030447 type=gene; loc=X:12928451..12929674; ID=FBgn0030447; name=CG2200; 
>FBgn0031493 type=gene; loc=2L:complement(3026528..3029189); ID=FBgn0031493; name=CG3605; 
>FBgn0050406 type=gene; loc=2R:complement(17355989..17356060); ID=FBgn0050406; name=CR30406; 
>FBgn0037817 type=gene; loc=3R:6260522..6262385; ID=FBgn0037817; name=Cyp12e1; 
>FBgn0011999 type=gene; loc=3R:3277019..3277091; ID=FBgn0011999; name=tRNA:V3b:84Db; 
>FBgn0029506 type=gene; loc=2R:2524069..2530177; ID=FBgn0029506; name=Tsp42Ee; 
>FBgn0028577 type=gene; loc=3L:complement(1480383..1486121); ID=FBgn0028577; name=pUf68; 
>FBgn0037547 type=gene; loc=3R:3912974..3915290; ID=FBgn0037547; name=CG7910; 
>FBgn0011692 type=gene; loc=3L:4226268..4229768; ID=FBgn0011692; name=pav; 
>FBgn0033209 type=gene; loc=2R:3186266..3187175; ID=FBgn0033209; name=CG12107; 
>FBgn0003654 type=gene; loc=X:complement(20038683..20047105); ID=FBgn0003654; name=sw; 
>FBgn0039509 type=gene; loc=3R:complement(23113087..23114217); ID=FBgn0039509; name=bigmax; 
>FBgn0063383 type=gene; loc=2R:13215335..13215422; ID=FBgn0063383; name=snoRNA:U29:54Ec; 
>FBgn0032130 type=gene; loc=2L:9568892..9573572; ID=FBgn0032130; name=CG3838; 
>FBgn0039595 type=gene; loc=3R:complement(24562831..24569855); ID=FBgn0039595; name=AR-2; 
>FBgn0052547 type=gene; loc=X:complement(18278175..18296464); ID=FBgn0052547; name=CG32547; 
>FBgn0052195 type=gene; loc=3L:18078229..18081019; ID=FBgn0052195; name=CG32195; 
>FBgn0028892 type=gene; loc=2L:15429291..15431179; ID=FBgn0028892; name=CG4161; 
>FBgn0003415 type=gene; loc=3L:complement(20927969..20961265); ID=FBgn0003415; name=skd; 
>FBgn0052650 type=gene; loc=X:complement(12731484..12732606); ID=FBgn0052650; name=CG32650; 
>FBgn0038439 type=gene; loc=3R:complement(12310421..12321141); ID=FBgn0038439; name=Cad89D; 
>FBgn0030788 type=gene; loc=X:16621693..16623579; ID=FBgn0030788; name=CG4756; 
>FBgn0025115 type=gene; loc=2L:13912201..13912563; ID=FBgn0025115; name=Acyp; 
>FBgn0051869 type=gene; loc=2L:complement(10773035..10801085); ID=FBgn0051869; name=CG31869; 
>FBgn0015519 type=gene; loc=X:complement(8128193..8174914); ID=FBgn0015519; name=nAcRalpha-7E; 
>FBgn0036285 type=gene; loc=3L:complement(12396455..12406615); ID=FBgn0036285; name=toe; 
>FBgn0002781 type=gene; loc=3R:complement(17177331..17203121); ID=FBgn0002781; name=mod(mdg4); 
>FBgn0034820 type=gene; loc=2R:18594862..18595765; ID=FBgn0034820; name=CG13538; 
>FBgn0003140 type=gene; loc=2R:complement(13470258..13471433); ID=FBgn0003140; name=PpY-55A; 
>FBgn0046296 type=gene; loc=3L:12106119..12107783; ID=FBgn0046296; name=CG11534; 
>FBgn0038151 type=gene; loc=3R:complement(9231029..9232720); ID=FBgn0038151; name=yellow-e2; 
>FBgn0024995 type=gene; loc=X:complement(2562315..2563591); ID=FBgn0024995; name=CG2680; 
>FBgn0039268 type=gene; loc=3R:20882812..20889399; ID=FBgn0039268; name=CG11819; 
>FBgn0028518 type=gene; loc=2L:15626013..15628554; ID=FBgn0028518; name=CG18480; 
>FBgn0031006 type=gene; loc=X:complement(19086048..19095163); ID=FBgn0031006; name=rictor; 
>FBgn0031961 type=gene; loc=2L:complement(7883468..7887489); ID=FBgn0031961; name=CG7102; 
>FBgn0052446 type=gene; loc=3L:21574883..21576440; ID=FBgn0052446; name=CG32446; 
>FBgn0037146 type=gene; loc=3L:21905842..21916634; ID=FBgn0037146; name=CG7470; 
>FBgn0011277 type=gene; loc=X:complement(4490364..4492651); ID=FBgn0011277; name=HLH4C; 
>FBgn0064766 type=gene; loc=3L:11184723..11188049; ID=FBgn0064766; name=CG7600; 
>FBgn0037801 type=gene; loc=3R:6077240..6081002; ID=FBgn0037801; name=CG3999; 
>FBgn0046829 type=gene; loc=3R:complement(11243134..11243155); ID=FBgn0046829; name=mir-13b-1; 
>FBgn0036592 type=gene; loc=3L:complement(16246388..16247251); ID=FBgn0036592; name=CG13049; 
>FBgn0063385 type=gene; loc=2R:13214565..13214651; ID=FBgn0063385; name=snoRNA:U29:54Ea; 
>FBgn0033555 type=gene; loc=2R:6337578..6338316; ID=FBgn0033555; name=RpS15Ab; 
>FBgn0034534 type=gene; loc=2R:16155834..16156537; ID=FBgn0034534; name=maf-S; 
>FBgn0034330 type=gene; loc=2R:13899428..13899781; ID=FBgn0034330; name=CG18107; 
>FBgn0036192 type=gene; loc=3L:complement(11663960..11665081); ID=FBgn0036192; name=CG14133; 
>FBgn0035137 type=gene; loc=3L:345010..349213; ID=FBgn0035137; name=CG1233; 
>FBgn0040071 type=gene; loc=3R:12051371..12086024; ID=FBgn0040071; name=tara; 
>FBgn0037839 type=gene; loc=3R:6663115..6667773; ID=FBgn0037839; name=CG4655; 
>FBgn0036895 type=gene; loc=3L:19585787..19589452; ID=FBgn0036895; name=CG9392; 
>FBgn0040793 type=gene; loc=3L:17390747..17391546; ID=FBgn0040793; name=CG7630; 
>FBgn0027508 type=gene; loc=3R:complement(21478807..21487003); ID=FBgn0027508; name=tankyrase; 
>FBgn0031265 type=gene; loc=2L:564170..566479; ID=FBgn0031265; name=CG2794; 
>FBgn0054017 type=gene; loc=3L:12795833..12796510; ID=FBgn0054017; name=CG34017; 
>FBgn0020255 type=gene; loc=X:complement(10990080..10993807); ID=FBgn0020255; name=ran; 
>FBgn0037606 type=gene; loc=3R:4490085..4493076; ID=FBgn0037606; name=CG8032; 
>FBgn0035900 type=gene; loc=3L:complement(8481416..8483694); ID=FBgn0035900; name=CG6694; 
>FBgn0015954 type=gene; loc=2L:13550141..13638263; ID=FBgn0015954; name=kuz; 
>FBgn0030812 type=gene; loc=X:complement(16903729..16908935); ID=FBgn0030812; name=CG8949; 
>FBgn0022069 type=gene; loc=2L:complement(13363300..13366188); ID=FBgn0022069; name=Nnp-1; 
>FBgn0032502 type=gene; loc=2L:complement(13304865..13306755); ID=FBgn0032502; name=CG15639; 
>FBgn0051128 type=gene; loc=3R:20295119..20296041; ID=FBgn0051128; name=CG31128; 
>FBgn0033918 type=gene; loc=2R:9771324..9773652; ID=FBgn0033918; name=CG8531; 
>FBgn0036980 type=gene; loc=3L:20310053..20316241; ID=FBgn0036980; name=RhoBTB; 
>FBgn0038633 type=gene; loc=3R:14470177..14475859; ID=FBgn0038633; name=CG14303; 
>FBgn0027550 type=gene; loc=2L:10761147..10764972; ID=FBgn0027550; name=CG6495; 
>FBgn0032026 type=gene; loc=2L:complement(8355674..8361198); ID=FBgn0032026; name=CG7627; 
>FBgn0013984 type=gene; loc=3R:complement(17398221..17406251); ID=FBgn0013984; name=InR; 
>FBgn0050268 type=gene; loc=2R:18220358..18224829; ID=FBgn0050268; name=CG30268; 
>FBgn0051345 type=gene; loc=3R:complement(8637067..8642751); ID=FBgn0051345; name=CG31345; 
>FBgn0025632 type=gene; loc=X:1908773..1911570; ID=FBgn0025632; name=CG4313; 
>FBgn0063494 type=gene; loc=2R:13920876..13921628; ID=FBgn0063494; name=GstE6; 
>FBgn0051438 type=gene; loc=3R:17234849..17235582; ID=FBgn0051438; name=CheB93b; 
>FBgn0051157 type=gene; loc=3R:8873389..8875035; ID=FBgn0051157; name=CG31157; 
>FBgn0017397 type=gene; loc=3R:17867914..17905049; ID=FBgn0017397; name=how; 
>FBgn0000257 type=gene; loc=X:19399956..19403344; ID=FBgn0000257; name=car; 
>FBgn0042102 type=gene; loc=3R:complement(3609664..3611841); ID=FBgn0042102; name=CG18745; 
>FBgn0028925 type=gene; loc=2L:complement(15004611..15005526); ID=FBgn0028925; name=CG4103; 
>FBgn0050271 type=gene; loc=2R:18326386..18329606; ID=FBgn0050271; name=CG30271; 
>FBgn0033774 type=gene; loc=2R:8278019..8279732; ID=FBgn0033774; name=CG12374; 
>FBgn0035404 type=gene; loc=3L:complement(3142022..3143105); ID=FBgn0035404; name=CG12079; 
